Title,Youtube link,Views,Date,Img link
1. Identifiers and Tokens in Java (Core Java) | GeeksforGeeks,https://www.youtube.com//watch?v=W_6zSjdwR7c,22K views,5 years ago,https://i.ytimg.com/vi/W_6zSjdwR7c/hqdefault.jpg
Use of realloc | GeeksforGeeks,https://www.youtube.com//watch?v=Fp7p5ax1oss,3.6K views,5 years ago,https://i.ytimg.com/vi/Fp7p5ax1oss/hqdefault.jpg
Placement 100 | GeeksforGeeks,https://www.youtube.com//watch?v=B-niwoYEDys,182K views,5 years ago,https://i.ytimg.com/vi/B-niwoYEDys/hqdefault.jpg
Placement 100 | Teaser 2 | GeeksforGeeks,https://www.youtube.com//watch?v=SvR2BPLcgAI,3K views,5 years ago,https://i.ytimg.com/vi/SvR2BPLcgAI/hqdefault.jpg
Understanding “register” keyword in C | GeeksforGeeks,https://www.youtube.com//watch?v=-fOCN-l_Jb8,9.3K views,5 years ago,https://i.ytimg.com/vi/-fOCN-l_Jb8/hqdefault.jpg
Placement 100 | Teaser | GeeksforGeeks,https://www.youtube.com//watch?v=Dna1LIaC3C4,35K views,5 years ago,https://i.ytimg.com/vi/Dna1LIaC3C4/hqdefault.jpg
Storage classes (2) | GeeksforGeeks,https://www.youtube.com//watch?v=g6g4KgUuq4s,6K views,5 years ago,https://i.ytimg.com/vi/g6g4KgUuq4s/hqdefault.jpg
Storage classes | GeeksforGeeks,https://www.youtube.com//watch?v=VcQWlALilak,21K views,5 years ago,https://i.ytimg.com/vi/VcQWlALilak/hqdefault.jpg
What is evaluation order of function parameters in C? | GeeksforGeeks,https://www.youtube.com//watch?v=wmKsc5p4mu4,2.3K views,5 years ago,https://i.ytimg.com/vi/wmKsc5p4mu4/hqdefault.jpg
Thread Sleep | GeeksforGeeks,https://www.youtube.com//watch?v=PUWqBqHWcJs,16K views,5 years ago,https://i.ytimg.com/vi/PUWqBqHWcJs/hqdefault.jpg
Calloc vs malloc | GeeksforGeeks,https://www.youtube.com//watch?v=NynaUiV7keU,19K views,5 years ago,https://i.ytimg.com/vi/NynaUiV7keU/hqdefault.jpg
Struct hack | GeeksforGeeks,https://www.youtube.com//watch?v=6KGl16FfjEU,2K views,5 years ago,https://i.ytimg.com/vi/6KGl16FfjEU/hqdefault.jpg
Classroom Program by GeeksforGeeks,https://www.youtube.com//watch?v=CHpRRO2b5aU,12K views,5 years ago,https://i.ytimg.com/vi/CHpRRO2b5aU/hqdefault.jpg
How to deallocate memory without using free() in C? | GeeksforGeeks,https://www.youtube.com//watch?v=3fABLWAJuZE,3.2K views,5 years ago,https://i.ytimg.com/vi/3fABLWAJuZE/hqdefault.jpg
Memory layout of C programs | GeeksforGeeks,https://www.youtube.com//watch?v=kpWG423uQIw,65K views,5 years ago,https://i.ytimg.com/vi/kpWG423uQIw/hqdefault.jpg
Structure Member Alighnment and Padding (Part 4) | GeeksforGeeks,https://www.youtube.com//watch?v=3u47OkRsxjY,3K views,5 years ago,https://i.ytimg.com/vi/3u47OkRsxjY/hqdefault.jpg
Structure Member Alighnment and Padding (Part 3) | GeeksforGeeks,https://www.youtube.com//watch?v=oR-m18-OkPc,4.1K views,5 years ago,https://i.ytimg.com/vi/oR-m18-OkPc/hqdefault.jpg
Structure Member Alighnment and Padding (Part 2) | GeeksforGeeks,https://www.youtube.com//watch?v=pvdEIE858mU,4.5K views,5 years ago,https://i.ytimg.com/vi/pvdEIE858mU/hqdefault.jpg
Structure Member Alighnment and Padding (Part 1) | GeeksforGeeks,https://www.youtube.com//watch?v=RR57zUBbwEM,14K views,5 years ago,https://i.ytimg.com/vi/RR57zUBbwEM/hqdefault.jpg
Reverse a Linked List in groups of given size | Set 1 | GeeksforGeeks,https://www.youtube.com//watch?v=9V_1yk_Y7n0,19K views,5 years ago,https://i.ytimg.com/vi/9V_1yk_Y7n0/hqdefault.jpg
Greedy Algorithm for Egyptian Fraction | GeeksforGeeks,https://www.youtube.com//watch?v=8icU9XMEwjs&pp=0gcJCb8Ag7Wk3p_U,8.3K views,5 years ago,https://i.ytimg.com/vi/8icU9XMEwjs/hqdefault.jpg
Maximum length of rod for Q-th person | GeeksforGeeks,https://www.youtube.com//watch?v=NpytzZfg_h8,728 views,5 years ago,https://i.ytimg.com/vi/NpytzZfg_h8/hqdefault.jpg
SORTING A QUEUE Without Extra Space | Queue Practice Questions | GeeksforGeeks,https://www.youtube.com//watch?v=OcQyfkpA0YY,13K views,5 years ago,https://i.ytimg.com/vi/OcQyfkpA0YY/hqdefault.jpg
An Interesting Method to generate binary numbers | GeeksforGeeks,https://www.youtube.com//watch?v=LeMfdGyN-F0,11K views,5 years ago,https://i.ytimg.com/vi/LeMfdGyN-F0/hqdefault.jpg
How does free() know the size of memory to be deallocated? (C Programming) | GeeksforGeeks,https://www.youtube.com//watch?v=egUvdR3ejKU,4.7K views,5 years ago,https://i.ytimg.com/vi/egUvdR3ejKU/hqdefault.jpg
Go Programming Language ( Go Part : An Overview) | GeeksforGeeks,https://www.youtube.com//watch?v=8g4uzx_ShHQ,939 views,5 years ago,https://i.ytimg.com/vi/8g4uzx_ShHQ/hqdefault.jpg
A look of DSA Self Paced | GeeksforGeeks,https://www.youtube.com//watch?v=X6ewqgkkNbA,47K views,5 years ago,https://i.ytimg.com/vi/X6ewqgkkNbA/hqdefault.jpg
Memory leak | GeeksforGeeks,https://www.youtube.com//watch?v=ZrkpRX1TLOc,7.4K views,5 years ago,https://i.ytimg.com/vi/ZrkpRX1TLOc/hqdefault.jpg
Reverse a Linked List in groups of given size | Set 2 | GeeksforGeeks,https://www.youtube.com//watch?v=aF9PGkR0dWU,5.3K views,5 years ago,https://i.ytimg.com/vi/aF9PGkR0dWU/hqdefault.jpg
DSA Online - Basic to Advanced Course (DSA 3) | GeeksforGeeks,https://www.youtube.com//watch?v=YNk1YSqGiVU,46K views,5 years ago,https://i.ytimg.com/vi/YNk1YSqGiVU/hqdefault.jpg
Functions In Go Programming Language | GeeksforGeeks,https://www.youtube.com//watch?v=BmAncjcPAmk,448 views,5 years ago,https://i.ytimg.com/vi/BmAncjcPAmk/hqdefault.jpg
DSA Online (Binary Search) | GeeksforGeeks,https://www.youtube.com//watch?v=p9FZlPxukVI&pp=0gcJCb8Ag7Wk3p_U,38K views,5 years ago,https://i.ytimg.com/vi/p9FZlPxukVI/hqdefault.jpg
Thread Naming (Java) | GeeksforGeeks,https://www.youtube.com//watch?v=DaslnWaEq3g,4.3K views,5 years ago,https://i.ytimg.com/vi/DaslnWaEq3g/hqdefault.jpg
Thread.yield() | GeeksforGeeks,https://www.youtube.com//watch?v=_c784Dgj39o,12K views,5 years ago,https://i.ytimg.com/vi/_c784Dgj39o/hqdefault.jpg
Structures in C | GeeksforGeeks,https://www.youtube.com//watch?v=Rd28GUWEeEs&pp=0gcJCb8Ag7Wk3p_U,4.9K views,5 years ago,https://i.ytimg.com/vi/Rd28GUWEeEs/hqdefault.jpg
"Iterative O(log) function for pow(x,y) | GeeksforGeeks",https://www.youtube.com//watch?v=VJ7mkRu3sNc,3.2K views,5 years ago,https://i.ytimg.com/vi/VJ7mkRu3sNc/hqdefault.jpg
"Calculate power (x,y) using recursion | GeeksforGeeks",https://www.youtube.com//watch?v=rOs6t7FS4xk,28K views,5 years ago,https://i.ytimg.com/vi/rOs6t7FS4xk/hqdefault.jpg
Operations on struct variables in C | GeeksforGeeks,https://www.youtube.com//watch?v=KHDnKkSediE,2K views,5 years ago,https://i.ytimg.com/vi/KHDnKkSediE/hqdefault.jpg
Go Programming Language | Variables In GO | GeeksforGeeks,https://www.youtube.com//watch?v=vpjRF0FHRFk,366 views,5 years ago,https://i.ytimg.com/vi/vpjRF0FHRFk/hqdefault.jpg
Types in Go (Go Programming)| GeeksforGeeks,https://www.youtube.com//watch?v=vhysIDumk2U,609 views,5 years ago,https://i.ytimg.com/vi/vhysIDumk2U/hqdefault.jpg
Pointer vs Array (C Programming) | GeeksforGeeks,https://www.youtube.com//watch?v=8dUZpFKvKG0,6.6K views,5 years ago,https://i.ytimg.com/vi/8dUZpFKvKG0/hqdefault.jpg
restrict keyword in C (C Programming) | GeeksforGeeks,https://www.youtube.com//watch?v=ohXjzvcX6Ic,7.6K views,5 years ago,https://i.ytimg.com/vi/ohXjzvcX6Ic/hqdefault.jpg
Void Pointer in C | GeeksforGeeks,https://www.youtube.com//watch?v=9dkVR-qunnw,12K views,5 years ago,https://i.ytimg.com/vi/9dkVR-qunnw/hqdefault.jpg
Thread Scheduler & Thread Priority | GeeksforGeeks,https://www.youtube.com//watch?v=7q22vVYKpnQ,22K views,5 years ago,https://i.ytimg.com/vi/7q22vVYKpnQ/hqdefault.jpg
Functions that are executed before and after main() in C | GeeksforGeeks,https://www.youtube.com//watch?v=ETF6u22NjOI&pp=0gcJCb8Ag7Wk3p_U,3.6K views,5 years ago,https://i.ytimg.com/vi/ETF6u22NjOI/hqdefault.jpg
Functions in C / C++ | GeeksforGeeks,https://www.youtube.com//watch?v=dfpCveipYRQ,14K views,5 years ago,https://i.ytimg.com/vi/dfpCveipYRQ/hqdefault.jpg
Find nth fibonacci no. using recursive technique. | GeeksforGeeks,https://www.youtube.com//watch?v=4GMh0MfCiqE,64K views,5 years ago,https://i.ytimg.com/vi/4GMh0MfCiqE/hqdefault.jpg
"Recursive O(logy) function for pow(x,y) | GeeksforGeeks",https://www.youtube.com//watch?v=2a_Snu8qjko,4.7K views,5 years ago,https://i.ytimg.com/vi/2a_Snu8qjko/hqdefault.jpg
DSA Online Course | GeeksforGeeks,https://www.youtube.com//watch?v=BnJWi0E3Mv0,69K views,5 years ago,https://i.ytimg.com/vi/BnJWi0E3Mv0/hqdefault.jpg
Lets Create Threads (JAVA) | GeeksforGeeks,https://www.youtube.com//watch?v=kviGixevLNA,13K views,6 years ago,https://i.ytimg.com/vi/kviGixevLNA/hqdefault.jpg
Introduction to Multithreading  (JAVA) | GeeksforGeeks,https://www.youtube.com//watch?v=J_7FtjWgoC4,48K views,6 years ago,https://i.ytimg.com/vi/J_7FtjWgoC4/hqdefault.jpg
How to declare a pointer to a function? | GeeksforGeeks,https://www.youtube.com//watch?v=eEHzPJrhK7g,4.7K views,6 years ago,https://i.ytimg.com/vi/eEHzPJrhK7g/hqdefault.jpg
"Difference between const char *p, char * const p and const char * const p | GeeksforGeeks",https://www.youtube.com//watch?v=hbncWGZ8tDg,7.9K views,6 years ago,https://i.ytimg.com/vi/hbncWGZ8tDg/hqdefault.jpg
Digital Image Processing INTRODUCTION | GeeksforGeeks,https://www.youtube.com//watch?v=F7NSNnd8-Ao,36K views,6 years ago,https://i.ytimg.com/vi/F7NSNnd8-Ao/hqdefault.jpg
Pointer to an Array PART - 2 | GeeksforGeeks,https://www.youtube.com//watch?v=xmemQ1ka3uo,3.6K views,6 years ago,https://i.ytimg.com/vi/xmemQ1ka3uo/hqdefault.jpg
Pointer to an Array PART - 1 | GeeksforGeeks,https://www.youtube.com//watch?v=jYuqC9UD4GI,15K views,6 years ago,https://i.ytimg.com/vi/jYuqC9UD4GI/hqdefault.jpg
Linear Search vs Binary Search | GeeksforGeeks,https://www.youtube.com//watch?v=qBGLYzFF1aQ,47K views,6 years ago,https://i.ytimg.com/vi/qBGLYzFF1aQ/hqdefault.jpg
Downloading and Installing Go and Working with packages. | GeeksforGeeks,https://www.youtube.com//watch?v=ApZiFdS6l54,2.6K views,6 years ago,https://i.ytimg.com/vi/ApZiFdS6l54/hqdefault.jpg
An Uncommon representation of array elements | GeeksforGeeks,https://www.youtube.com//watch?v=Uw_TtJQyrwk,3.1K views,6 years ago,https://i.ytimg.com/vi/Uw_TtJQyrwk/hqdefault.jpg
"Dangling, Void , Null and Wild Pointers | GeeksforGeeks",https://www.youtube.com//watch?v=uvw5bZZT3pM,21K views,6 years ago,https://i.ytimg.com/vi/uvw5bZZT3pM/hqdefault.jpg
Downloading and Storing Packages In Go | GeeksforGeeks,https://www.youtube.com//watch?v=oBjUUF054w8,331 views,6 years ago,https://i.ytimg.com/vi/oBjUUF054w8/hqdefault.jpg
"Dereference, Reference | GeeksforGeeks",https://www.youtube.com//watch?v=Sqmo6qadIDE,12K views,6 years ago,https://i.ytimg.com/vi/Sqmo6qadIDE/hqdefault.jpg
Why C treats array parameters as pointers? | GeeksforGeeks,https://www.youtube.com//watch?v=yI3jxhfyghA,6.3K views,6 years ago,https://i.ytimg.com/vi/yI3jxhfyghA/hqdefault.jpg
Linux Tutorials | tr command | GeeksforGeeks,https://www.youtube.com//watch?v=iNWdEWWYo50,29K views,6 years ago,https://i.ytimg.com/vi/iNWdEWWYo50/hqdefault.jpg
Linux Tutorials | uniq command | GeeksforGeeks,https://www.youtube.com//watch?v=k2k1LaKsAWI&pp=0gcJCb8Ag7Wk3p_U,19K views,6 years ago,https://i.ytimg.com/vi/k2k1LaKsAWI/hqdefault.jpg
GRE Test Series | GeeksforGeeks,https://www.youtube.com//watch?v=pS5Pb6uBbRE,2.5K views,6 years ago,https://i.ytimg.com/vi/pS5Pb6uBbRE/hqdefault.jpg
Pointers in C Basic | GeeksforGeeks,https://www.youtube.com//watch?v=qcWQ1AmmNWI,55K views,6 years ago,https://i.ytimg.com/vi/qcWQ1AmmNWI/hqdefault.jpg
Double Pointer (Pointer to Pointer) in C | GeeksforGeeks,https://www.youtube.com//watch?v=ahKfY1EsWd8,68K views,6 years ago,https://i.ytimg.com/vi/ahKfY1EsWd8/hqdefault.jpg
Linux Tutorials | sort command  GeeksforGeeks,https://www.youtube.com//watch?v=fEx5rnbDKO4&pp=0gcJCb8Ag7Wk3p_U,45K views,6 years ago,https://i.ytimg.com/vi/fEx5rnbDKO4/hqdefault.jpg
Linux Tutorials | paste command | GeeksforGeeks,https://www.youtube.com//watch?v=ilV6dcTJzzE,16K views,6 years ago,https://i.ytimg.com/vi/ilV6dcTJzzE/hqdefault.jpg
Linux Tutorials | cut command | Splitting a file vertically | GeeksforGeeks,https://www.youtube.com//watch?v=eHGCxEVlHd0,52K views,6 years ago,https://i.ytimg.com/vi/eHGCxEVlHd0/hqdefault.jpg
Linux Tutorials | Print line between M and N lines head and tail combined | GeeksforGeeks,https://www.youtube.com//watch?v=tMXF-YKyP0w,4.6K views,6 years ago,https://i.ytimg.com/vi/tMXF-YKyP0w/hqdefault.jpg
Linux Tutorials | tail command | GeeksforGeeks,https://www.youtube.com//watch?v=1pD28tFgAb8,17K views,6 years ago,https://i.ytimg.com/vi/1pD28tFgAb8/hqdefault.jpg
System Design | GeeksforGeeks,https://www.youtube.com//watch?v=b-P-auApWEk,4.4K views,6 years ago,https://i.ytimg.com/vi/b-P-auApWEk/hqdefault.jpg
Linux Tutorials | head command | GeeksforGeeks,https://www.youtube.com//watch?v=ZZACz-filWU,13K views,6 years ago,https://i.ytimg.com/vi/ZZACz-filWU/hqdefault.jpg
Mr. Sandeep Jain explaining Array Traversal Concept | GeeksforGeeks,https://www.youtube.com//watch?v=vgq1gDrXlsk,7.8K views,6 years ago,https://i.ytimg.com/vi/vgq1gDrXlsk/hqdefault.jpg
"Analysis of Algorithms | Set 2 (Worst, Average and Best Cases) | GeeksforGeeks",https://www.youtube.com//watch?v=rlZpZ8es_6k,51K views,6 years ago,https://i.ytimg.com/vi/rlZpZ8es_6k/hqdefault.jpg
Python | Pandas dataframe.round() | GeeksforGeeks,https://www.youtube.com//watch?v=rOnKa_tzV04,4.1K views,6 years ago,https://i.ytimg.com/vi/rOnKa_tzV04/hqdefault.jpg
Python | Pandas dataframe.skew() | GeeksforGeeks,https://www.youtube.com//watch?v=wbDxmlpV3t0,6.8K views,6 years ago,https://i.ytimg.com/vi/wbDxmlpV3t0/hqdefault.jpg
Python | Pandas dataframe.subtract() | GeeksforGeeks,https://www.youtube.com//watch?v=yHR-ZUmmrQQ,8.4K views,6 years ago,https://i.ytimg.com/vi/yHR-ZUmmrQQ/hqdefault.jpg
Python | Pandas dataframe.sub() | GeeksforGeeks,https://www.youtube.com//watch?v=A3xrtPHMrM8,1.1K views,6 years ago,https://i.ytimg.com/vi/A3xrtPHMrM8/hqdefault.jpg
Python | Pandas dataframe.aggregate() | GeeksforGeeks,https://www.youtube.com//watch?v=RCLtgM2LLhs,3.2K views,6 years ago,https://i.ytimg.com/vi/RCLtgM2LLhs/hqdefault.jpg
Python | Pandas dataframe.add() | GeeksforGeeks,https://www.youtube.com//watch?v=zYmQ3D-HDqY,1.6K views,6 years ago,https://i.ytimg.com/vi/zYmQ3D-HDqY/hqdefault.jpg
Geek of the Year 18 in Content Writing- Raj | GeeksforGeeks,https://www.youtube.com//watch?v=inEhAV6rdxg,14K views,6 years ago,https://i.ytimg.com/vi/inEhAV6rdxg/hqdefault.jpg
Python | Pandas dataframe.sort_index() | GeeksforGeeks,https://www.youtube.com//watch?v=uxPYPnxI9N0,1.6K views,6 years ago,https://i.ytimg.com/vi/uxPYPnxI9N0/hqdefault.jpg
Python | Pandas dataframe.replace() | GeeksforGeeks,https://www.youtube.com//watch?v=Z2dy-U9rKxk,4.5K views,6 years ago,https://i.ytimg.com/vi/Z2dy-U9rKxk/hqdefault.jpg
Linux Tutorials | Pipe and tee | GeeksforGeeks,https://www.youtube.com//watch?v=19mmVar-s5Y,25K views,6 years ago,https://i.ytimg.com/vi/19mmVar-s5Y/hqdefault.jpg
"Linux Tutorials | cmp, diff and comm commands | GeeksforGeeks",https://www.youtube.com//watch?v=0k6obEKGTyk,34K views,6 years ago,https://i.ytimg.com/vi/0k6obEKGTyk/hqdefault.jpg
Linux Tutorials | file and wc commands | GeeksforGeeks,https://www.youtube.com//watch?v=A9411dSJYRk,13K views,6 years ago,https://i.ytimg.com/vi/A9411dSJYRk/hqdefault.jpg
Linux Tutorials | mv-Renaming and moving files | GeeksforGeeks,https://www.youtube.com//watch?v=gBScrrFHMT4,14K views,6 years ago,https://i.ytimg.com/vi/gBScrrFHMT4/hqdefault.jpg
Linux Tutorials | rm - Removing a file | GeeksforGeeks,https://www.youtube.com//watch?v=gcE5QvggzL4,7.9K views,6 years ago,https://i.ytimg.com/vi/gcE5QvggzL4/hqdefault.jpg
Linux Tutorials | cp - Copying a File | GeeksforGeeks,https://www.youtube.com//watch?v=ngx4G10XY2s,21K views,6 years ago,https://i.ytimg.com/vi/ngx4G10XY2s/hqdefault.jpg
Linux Tutorials | cat - A versatile command | GeeksforGeeks,https://www.youtube.com//watch?v=exj5WMUJ11g,19K views,6 years ago,https://i.ytimg.com/vi/exj5WMUJ11g/hqdefault.jpg
Linux Tutorials | bc - The Calculator | GeeksforGeeks,https://www.youtube.com//watch?v=_UwhS0IvwQk,22K views,6 years ago,https://i.ytimg.com/vi/_UwhS0IvwQk/hqdefault.jpg
Geek of the Year '18 - Videos category | GeeksforGeeks,https://www.youtube.com//watch?v=fwPWgUnW5I8&pp=0gcJCb8Ag7Wk3p_U,2.7K views,6 years ago,https://i.ytimg.com/vi/fwPWgUnW5I8/hqdefault.jpg
Asymptotic Analysis (Analysis of Algorithms) | Set 1 | GeeksforGeeks,https://www.youtube.com//watch?v=QJMtPlYPQTA,52K views,6 years ago,https://i.ytimg.com/vi/QJMtPlYPQTA/hqdefault.jpg
Linux Tutorials | General Purpose Utilities | GeeksforGeeks,https://www.youtube.com//watch?v=g6cPFj9ptdc,12K views,6 years ago,https://i.ytimg.com/vi/g6cPFj9ptdc/hqdefault.jpg
Linux Tutorials | About the user and the terminal | GeeksforGeeks,https://www.youtube.com//watch?v=WnjofnvIIvg,9.7K views,6 years ago,https://i.ytimg.com/vi/WnjofnvIIvg/hqdefault.jpg
Linux Tutorials | The ls command | GeeksforGeeks,https://www.youtube.com//watch?v=C1btVko0CVE&pp=0gcJCb8Ag7Wk3p_U,33K views,6 years ago,https://i.ytimg.com/vi/C1btVko0CVE/hqdefault.jpg
Linux Tutorials | Commands in Linux when things go wrong | GeeksforGeeks,https://www.youtube.com//watch?v=7zG1RAVcrKM,5K views,6 years ago,https://i.ytimg.com/vi/7zG1RAVcrKM/hqdefault.jpg
Linux Tutorials | Getting Help and Escaping | GeeksforGeeks,https://www.youtube.com//watch?v=USMVhdydb4Y&pp=0gcJCb8Ag7Wk3p_U,6.8K views,6 years ago,https://i.ytimg.com/vi/USMVhdydb4Y/hqdefault.jpg
Linux Tutorials | Working with Directories | GeeksforGeeks,https://www.youtube.com//watch?v=JCMRlMptRus,6.8K views,6 years ago,https://i.ytimg.com/vi/JCMRlMptRus/hqdefault.jpg
Geeks Classes DSA | GeeksforGeeks,https://www.youtube.com//watch?v=uChO9W2SoMI,4.7K views,6 years ago,https://i.ytimg.com/vi/uChO9W2SoMI/hqdefault.jpg
Linux Tutorials | Linux Directory Structure | GeeksforGeeks,https://www.youtube.com//watch?v=yWiUPWHljWg,12K views,6 years ago,https://i.ytimg.com/vi/yWiUPWHljWg/hqdefault.jpg
Linux Tutorials | The File System | GeeksforGeeks,https://www.youtube.com//watch?v=JwgTeXfQdIg,12K views,6 years ago,https://i.ytimg.com/vi/JwgTeXfQdIg/hqdefault.jpg
Linux Tutorials | Command Usage | GeeksforGeeks,https://www.youtube.com//watch?v=L5_ZzpR9jaU,10K views,6 years ago,https://i.ytimg.com/vi/L5_ZzpR9jaU/hqdefault.jpg
Linux Tutorials | Basic Commands | GeeksforGeeks,https://www.youtube.com//watch?v=fqILqtWcqh8,15K views,6 years ago,https://i.ytimg.com/vi/fqILqtWcqh8/hqdefault.jpg
Linux Tutorials | Linux Architecture | GeeksforGeeks,https://www.youtube.com//watch?v=maupflAJdQ4,50K views,6 years ago,https://i.ytimg.com/vi/maupflAJdQ4/hqdefault.jpg
Strings| Find last index of a character in a string | GeeksforGeeks,https://www.youtube.com//watch?v=NaFoyESu2cY,2.5K views,6 years ago,https://i.ytimg.com/vi/NaFoyESu2cY/hqdefault.jpg
Linux Tutorials | Getting Started | Introduction | GeeksforGeeks,https://www.youtube.com//watch?v=0EDwEQoui_g,33K views,6 years ago,https://i.ytimg.com/vi/0EDwEQoui_g/hqdefault.jpg
Find position of the given number among the numbers made of 4 and 7 | GeeksforGeeks,https://www.youtube.com//watch?v=R8r5Z4Ku1vw&pp=0gcJCb8Ag7Wk3p_U,4K views,6 years ago,https://i.ytimg.com/vi/R8r5Z4Ku1vw/hqdefault.jpg
Python | Pandas dataframe.notna() | GeeksforGeeks,https://www.youtube.com//watch?v=KJ8cm4HtQc0,950 views,6 years ago,https://i.ytimg.com/vi/KJ8cm4HtQc0/hqdefault.jpg
Python | Pandas dataframe.notnull() | GeeksforGeeks,https://www.youtube.com//watch?v=YpXUoVnG1is,1.3K views,6 years ago,https://i.ytimg.com/vi/YpXUoVnG1is/hqdefault.jpg
Fundamentals of Programmin in C |  Free Course by GeeksforGeeks,https://www.youtube.com//watch?v=HMAwoMt3kek,15K views,6 years ago,https://i.ytimg.com/vi/HMAwoMt3kek/hqdefault.jpg
Fork Python | GeeksforGeeks,https://www.youtube.com//watch?v=qa3X1i4noYg,13K views,6 years ago,https://i.ytimg.com/vi/qa3X1i4noYg/hqdefault.jpg
Video Internship at GeeksforGeeks (Work from Home) | How to start?,https://www.youtube.com//watch?v=dWgH58SwrIQ,7.7K views,6 years ago,https://i.ytimg.com/vi/dWgH58SwrIQ/hqdefault.jpg
gOOGLE cASE of a given sentence | GeeksforGeeks,https://www.youtube.com//watch?v=qbjGyfa5qoc,1.7K views,6 years ago,https://i.ytimg.com/vi/qbjGyfa5qoc/hqdefault.jpg
Sums of ASCII values of each word in a sentence | GeeksforGeeks,https://www.youtube.com//watch?v=B3dghSG2R-Y,4.5K views,6 years ago,https://i.ytimg.com/vi/B3dghSG2R-Y/hqdefault.jpg
Camel case of a given sentence | GeeksforGeeks,https://www.youtube.com//watch?v=okegGKuR5RI,6.4K views,6 years ago,https://i.ytimg.com/vi/okegGKuR5RI/hqdefault.jpg
Program to print characters present at prime indexes in a given string | GeeksforGeeks,https://www.youtube.com//watch?v=luBTP8zRqMo,1.8K views,6 years ago,https://i.ytimg.com/vi/luBTP8zRqMo/hqdefault.jpg
Split a sentence into words in C++ | GeeksforGeeks,https://www.youtube.com//watch?v=BUy-SE6ZWGM,44K views,6 years ago,https://i.ytimg.com/vi/BUy-SE6ZWGM/hqdefault.jpg
Function to copy string - strcpy implementation | GeeksforGeeks,https://www.youtube.com//watch?v=6ICIyQTAxWM&pp=0gcJCb8Ag7Wk3p_U,2.6K views,6 years ago,https://i.ytimg.com/vi/6ICIyQTAxWM/hqdefault.jpg
Remove Duplicate/Repeated words from String | GeeksforGeeks,https://www.youtube.com//watch?v=dX8WiwMO5PU,15K views,6 years ago,https://i.ytimg.com/vi/dX8WiwMO5PU/hqdefault.jpg
Panalphabetic window in a string | GeeksforGeeks,https://www.youtube.com//watch?v=HQY36-Yymag,530 views,6 years ago,https://i.ytimg.com/vi/HQY36-Yymag/hqdefault.jpg
Reverse individual words | GeeksforGeeks,https://www.youtube.com//watch?v=5eLHglr811U,6.4K views,6 years ago,https://i.ytimg.com/vi/5eLHglr811U/hqdefault.jpg
Convert String into Binary Sequence | GeeksforGeeks,https://www.youtube.com//watch?v=0vgJghmGRJc,13K views,6 years ago,https://i.ytimg.com/vi/0vgJghmGRJc/hqdefault.jpg
Minimum reduce operations to covert a given string into a palindrome | GeeksforGeeks,https://www.youtube.com//watch?v=CmTUywvWzyk,7K views,6 years ago,https://i.ytimg.com/vi/CmTUywvWzyk/hqdefault.jpg
Replace a character c1 with c2 and c2 with c1 in a string S | GeeksforGeeks,https://www.youtube.com//watch?v=_dy1oByB_b8,1.9K views,6 years ago,https://i.ytimg.com/vi/_dy1oByB_b8/hqdefault.jpg
Multiplication with a power of 2 | GeeksforGeeks,https://www.youtube.com//watch?v=O4lIpYTLlp0,1K views,6 years ago,https://i.ytimg.com/vi/O4lIpYTLlp0/hqdefault.jpg
Check if one of the numbers is one’s complement of the other | GeeksforGeeks,https://www.youtube.com//watch?v=DHePoeaprNY,567 views,6 years ago,https://i.ytimg.com/vi/DHePoeaprNY/hqdefault.jpg
Operating System | Process Scheduler | GeeksforGeeks,https://www.youtube.com//watch?v=HAWcybU0Ph4,1.6K views,6 years ago,https://i.ytimg.com/vi/HAWcybU0Ph4/hqdefault.jpg
"Given two unsorted arrays, find all pairs whose sum is x | GeeksforGeeks",https://www.youtube.com//watch?v=-_cfi-Oxzuk,4.2K views,6 years ago,https://i.ytimg.com/vi/-_cfi-Oxzuk/hqdefault.jpg
Check if a number has bits in alternate pattern | GeeksforGeeks,https://www.youtube.com//watch?v=odpgX68ukpg,2.4K views,6 years ago,https://i.ytimg.com/vi/odpgX68ukpg/hqdefault.jpg
Divisibility by 64 with removal of bits allowed | GeeksforGeeks,https://www.youtube.com//watch?v=9Gq2xPjmXw4,364 views,6 years ago,https://i.ytimg.com/vi/9Gq2xPjmXw4/hqdefault.jpg
Find two numbers from their sum and XOR | GeeksforGeeks,https://www.youtube.com//watch?v=qapfPE5oBwA,8.2K views,6 years ago,https://i.ytimg.com/vi/qapfPE5oBwA/hqdefault.jpg
Interview Preparation Course | GeeksforGeeks,https://www.youtube.com//watch?v=xHiTuFfGIrY,11K views,6 years ago,https://i.ytimg.com/vi/xHiTuFfGIrY/hqdefault.jpg
Count set bits in a range | GeeksforGeeks,https://www.youtube.com//watch?v=WhzCrXeDLco,5.1K views,6 years ago,https://i.ytimg.com/vi/WhzCrXeDLco/hqdefault.jpg
Noble integers in an array | GeeksforGeeks,https://www.youtube.com//watch?v=0bm_x59CVLA,2.7K views,6 years ago,https://i.ytimg.com/vi/0bm_x59CVLA/hqdefault.jpg
"Count ways to reach the nth stair using step 1, 2 or 3 | GeeksforGeeks",https://www.youtube.com//watch?v=fiPLaxkhdcQ,31K views,6 years ago,https://i.ytimg.com/vi/fiPLaxkhdcQ/hqdefault.jpg
